                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 3.6137,                 1.9379,                  3.255,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.4053,                 3.4467,                 4.0137,             0.00083763,             0.00083763,             0.00083763
                     13,                 3.3968,                 1.8483,                 3.1462,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.2048,                 3.2621,                 3.8835,             0.00089882,             0.00089882,             0.00089882
                     14,                 3.1634,                 1.6899,                 2.9956,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.1271,                 3.2287,                   3.84,             0.00095843,             0.00095843,             0.00095843
                     15,                 3.1622,                 1.6578,                 2.8714,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.1668,                 3.3422,                 3.8674,              0.0010165,              0.0010165,              0.0010165
                     16,                 3.1393,                 1.6324,                 2.8276,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.3012,                 3.4797,                 3.9529,              0.0010729,              0.0010729,              0.0010729
                     17,                 2.9477,                 1.5941,                 2.7635,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.3732,                 3.5811,                 4.0028,              0.0011277,              0.0011277,              0.0011277
                     18,                 3.0538,                 1.5244,                 2.6141,                0.00019,                0.00066,                  9e-05,                  1e-05,                  5.109,                 3.3805,                 3.8285,               0.001181,               0.001181,               0.001181
                     19,                 2.8907,                 1.4661,                 2.5328,                0.02556,                0.09055,                0.01447,                0.00396,                 4.8396,                 3.1289,                 3.6842,              0.0012327,              0.0012327,              0.0012327
                     20,                 2.9127,                 1.4491,                 2.4319,                0.02204,                0.07808,                0.01226,                0.00312,                 5.0925,                 3.2452,                 3.8148,              0.0012828,              0.0012828,              0.0012828
                     21,                 2.8829,                 1.4933,                 2.4191,                0.03407,                0.12073,                0.02475,                0.00724,                 4.9737,                 2.9696,                 3.7619,              0.0013313,              0.0013313,              0.0013313
                     22,                 2.7989,                 1.4708,                 2.3273,                0.05759,                0.20407,                0.08197,                0.02653,                 4.4999,                 2.7885,                 3.6028,              0.0013783,              0.0013783,              0.0013783
                     23,                 2.7105,                 1.5005,                 2.4285,                0.08093,                0.28675,                 0.1429,                0.04751,                 4.0388,                 2.6035,                  3.444,              0.0014236,              0.0014236,              0.0014236
                     24,                 2.7435,                 1.4609,                 2.4101,                0.45306,                0.31634,                0.29698,                0.10373,                 3.0094,                 1.9342,                 2.9812,              0.0014674,              0.0014674,              0.0014674
                     25,                 2.6128,                 1.3894,                 2.3165,                 0.3769,                0.60433,                0.34224,                0.11929,                 2.5939,                 1.5855,                 2.6424,              0.0015096,              0.0015096,              0.0015096
                     26,                 2.6883,                 1.3934,                 2.2412,                0.36821,                0.66995,                0.35143,                0.12863,                 2.4932,                  1.497,                 2.5122,               0.001505,               0.001505,               0.001505
                     27,                 2.5755,                 1.3567,                 2.2567,                 0.4207,                0.60367,                0.39674,                0.14397,                  2.465,                 1.4456,                 2.4573,              0.0014852,              0.0014852,              0.0014852
                     28,                 2.6397,                 1.3873,                  2.208,                0.46452,                 0.5584,                0.41677,                 0.1507,                 2.4469,                 1.4112,                 2.3825,              0.0014654,              0.0014654,              0.0014654
                     29,                 2.6273,                  1.377,                 2.1861,                0.43895,                0.55774,                0.41071,                0.14629,                 2.4333,                 1.4075,                 2.3141,              0.0014456,              0.0014456,              0.0014456
                     30,                 2.5772,                 1.4202,                 2.2157,                0.39572,                0.57874,                0.38943,                0.14198,                 2.4187,                 1.4112,                 2.2803,              0.0014258,              0.0014258,              0.0014258
                     31,                 2.5967,                 1.3493,                 2.1141,                  0.399,                 0.5584,                0.39344,                0.14423,                 2.4075,                 1.3816,                 2.2466,               0.001406,               0.001406,               0.001406
                     32,                   2.52,                 1.3259,                 2.1094,                0.42298,                0.56102,                0.41131,                0.15136,                 2.3908,                   1.35,                 2.2212,              0.0013862,              0.0013862,              0.0013862
                     33,                 2.5834,                 1.3817,                 2.2057,                0.41886,                0.57546,                0.40056,                0.14642,                 2.4159,                 1.3518,                 2.2433,              0.0013664,              0.0013664,              0.0013664
                     34,                   2.48,                 1.3151,                 2.0963,                0.39694,                0.57399,                0.36647,                0.13389,                 2.4334,                 1.3693,                 2.2609,              0.0013466,              0.0013466,              0.0013466
                     35,                 2.5379,                  1.294,                 2.0867,                0.36522,                0.57808,                0.34009,                0.12166,                 2.4414,                 1.4295,                 2.2767,              0.0013268,              0.0013268,              0.0013268
                     36,                 2.5078,                 1.3477,                 2.1199,                0.36008,                0.57783,                0.34391,                0.12274,                 2.4591,                 1.4519,                 2.2805,               0.001307,               0.001307,               0.001307
                     37,                 2.5865,                 1.3422,                 2.0976,                0.40144,                0.59186,                0.37807,                0.13621,                 2.4227,                 1.4064,                  2.236,              0.0012872,              0.0012872,              0.0012872
                     38,                 2.5632,                 1.2956,                 2.0503,                0.42824,                0.62073,                0.40962,                 0.1497,                 2.3621,                 1.3461,                 2.1649,              0.0012674,              0.0012674,              0.0012674
                     39,                 2.5505,                 1.2945,                 1.9936,                 0.4682,                 0.6378,                0.44042,                0.15819,                  2.326,                 1.3206,                 2.1183,              0.0012476,              0.0012476,              0.0012476
                     40,                 2.4886,                 1.3186,                 2.0055,                0.49866,                0.61811,                0.46583,                0.16594,                 2.3093,                 1.3163,                 2.0931,              0.0012278,              0.0012278,              0.0012278
                     41,                 2.5119,                  1.331,                 2.0465,                0.50264,                0.61549,                0.48675,                0.17375,                 2.3177,                 1.3077,                 2.0895,               0.001208,               0.001208,               0.001208
                     42,                 2.5013,                 1.3653,                 2.1171,                 0.5093,                0.56102,                0.47575,                0.16777,                 2.3455,                  1.318,                 2.1051,              0.0011882,              0.0011882,              0.0011882
                     43,                 2.4557,                 1.3274,                 2.0179,                0.47319,                0.53215,                0.43936,                0.15912,                 2.3547,                 1.3398,                 2.1092,              0.0011684,              0.0011684,              0.0011684
                     44,                 2.4912,                 1.3131,                 2.0487,                 0.4665,                0.54462,                0.43546,                0.15706,                  2.335,                 1.3645,                 2.0941,              0.0011486,              0.0011486,              0.0011486
                     45,                 2.4495,                 1.3001,                 1.9732,                0.48087,                0.57349,                  0.454,                0.16268,                 2.3111,                 1.3774,                 2.0771,              0.0011288,              0.0011288,              0.0011288
                     46,                 2.4515,                  1.295,                 2.0187,                0.49984,                0.60002,                0.47863,                0.17298,                 2.2949,                 1.3599,                 2.0593,               0.001109,               0.001109,               0.001109
                     47,                  2.458,                  1.324,                 1.9609,                0.51482,                0.64173,                0.50085,                0.18416,                  2.277,                 1.3629,                 2.0461,              0.0010892,              0.0010892,              0.0010892
                     48,                 2.4561,                 1.3002,                 1.9188,                0.50581,                0.66207,                0.49562,                0.18021,                 2.2839,                 1.3216,                 2.0396,              0.0010694,              0.0010694,              0.0010694
                     49,                 2.4481,                 1.2844,                  1.992,                 0.4874,                0.64633,                0.46804,                0.17359,                 2.3069,                  1.298,                 2.0493,              0.0010496,              0.0010496,              0.0010496
                     50,                 2.4137,                  1.304,                 1.9833,                0.46639,                0.60958,                0.43557,                0.16292,                 2.3114,                 1.3058,                 2.0549,              0.0010298,              0.0010298,              0.0010298
                     51,                 2.4437,                 1.2851,                 1.9811,                0.47741,                0.57786,                0.43065,                0.16322,                 2.3043,                 1.2948,                 2.0482,                0.00101,                0.00101,                0.00101
                     52,                 2.4536,                 1.2574,                 1.9501,                0.50879,                0.59055,                0.46017,                0.17276,                 2.2921,                 1.2695,                 2.0297,              0.0009902,              0.0009902,              0.0009902
                     53,                 2.4261,                 1.2514,                 1.9197,                0.54938,                0.63517,                0.50424,                0.18257,                 2.2778,                 1.2575,                 2.0125,              0.0009704,              0.0009704,              0.0009704
                     54,                   2.44,                 1.2612,                 1.9363,                0.55298,                 0.6542,                0.52631,                0.18091,                 2.2775,                 1.2759,                 2.0133,              0.0009506,              0.0009506,              0.0009506
                     55,                 2.4042,                 1.2424,                 1.8989,                 0.5377,                 0.6378,                0.51426,                0.17351,                 2.2912,                 1.3067,                 2.0225,              0.0009308,              0.0009308,              0.0009308
                     56,                 2.3746,                 1.2508,                 1.8486,                0.53996,                0.62769,                0.51091,                0.17142,                 2.2957,                 1.3124,                 2.0292,               0.000911,               0.000911,               0.000911
                     57,                 2.4267,                 1.2559,                 1.8914,                0.53707,                0.64173,                0.51218,                0.17746,                 2.2783,                 1.2868,                 2.0269,              0.0008912,              0.0008912,              0.0008912
                     58,                 2.4414,                 1.3078,                 1.9788,                0.54729,                0.65617,                0.52633,                0.18672,                 2.2611,                 1.2538,                 2.0176,              0.0008714,              0.0008714,              0.0008714
                     59,                 2.3965,                 1.2778,                 1.9373,                0.52595,                0.64173,                  0.501,                0.17977,                 2.2721,                 1.2515,                 2.0171,              0.0008516,              0.0008516,              0.0008516
                     60,                  2.418,                 1.2439,                 1.8864,                 0.5154,                0.63189,                  0.474,                0.17396,                 2.2787,                 1.2602,                 2.0146,              0.0008318,              0.0008318,              0.0008318
                     61,                 2.4338,                 1.2733,                 1.8949,                0.52671,                0.64332,                0.48892,                0.17795,                 2.2607,                   1.26,                 1.9968,               0.000812,               0.000812,               0.000812
                     62,                 2.3984,                 1.2528,                 1.8816,                0.55262,                0.65814,                0.51875,                0.18813,                 2.2435,                 1.2523,                 1.9842,              0.0007922,              0.0007922,              0.0007922
                     63,                 2.3572,                 1.2481,                  1.933,                0.55517,                0.66252,                0.53383,                0.19187,                 2.2457,                 1.2457,                 1.9875,              0.0007724,              0.0007724,              0.0007724
                     64,                 2.3799,                 1.2779,                  1.923,                0.55634,                0.65945,                 0.5295,                0.19152,                 2.2495,                 1.2409,                 1.9943,              0.0007526,              0.0007526,              0.0007526
                     65,                 2.3768,                 1.2778,                 1.8632,                0.56047,                 0.6585,                0.54002,                0.19667,                 2.2448,                 1.2381,                 1.9895,              0.0007328,              0.0007328,              0.0007328
                     66,                 2.3668,                 1.2555,                 1.9071,                0.57869,                0.66076,                0.55864,                0.20059,                 2.2508,                 1.2273,                 1.9841,               0.000713,               0.000713,               0.000713
                     67,                 2.3987,                 1.2797,                 1.9157,                0.59606,                0.64829,                0.54899,                0.19164,                 2.2545,                 1.2356,                 1.9805,              0.0006932,              0.0006932,              0.0006932
                     68,                 2.3741,                 1.2375,                 1.8726,                0.59853,                0.64239,                0.54964,                0.19066,                 2.2543,                  1.243,                 1.9697,              0.0006734,              0.0006734,              0.0006734
                     69,                 2.3874,                 1.2395,                 1.8921,                0.59918,                0.63976,                0.54659,                0.18931,                 2.2538,                 1.2462,                 1.9653,              0.0006536,              0.0006536,              0.0006536
                     70,                 2.3843,                 1.2759,                 1.8719,                0.58802,                0.63911,                0.54981,                0.19143,                  2.242,                 1.2388,                 1.9542,              0.0006338,              0.0006338,              0.0006338
                     71,                 2.3406,                 1.2175,                 1.8321,                 0.5911,                0.64785,                0.56453,                0.19995,                 2.2225,                 1.2313,                 1.9419,               0.000614,               0.000614,               0.000614
                     72,                 2.3724,                 1.2176,                 1.8281,                0.59701,                0.64436,                0.57818,                0.20834,                 2.2075,                 1.2296,                 1.9337,              0.0005942,              0.0005942,              0.0005942
                     73,                 2.3504,                  1.224,                 1.8516,                0.58292,                0.63058,                0.56509,                0.20727,                   2.21,                 1.2358,                 1.9344,              0.0005744,              0.0005744,              0.0005744
                     74,                 2.3491,                 1.2429,                 1.8495,                0.59347,                0.62139,                0.56624,                0.20695,                 2.2091,                 1.2399,                 1.9322,              0.0005546,              0.0005546,              0.0005546
                     75,                 2.3461,                 1.2196,                   1.87,                0.59601,                0.61877,                 0.5591,                0.20736,                 2.2138,                 1.2234,                  1.934,              0.0005348,              0.0005348,              0.0005348
                     76,                 2.3307,                 1.2177,                 1.8282,                0.60693,                0.63386,                 0.5699,                 0.2078,                 2.2104,                 1.2112,                   1.93,               0.000515,               0.000515,               0.000515
                     77,                 2.3603,                 1.2534,                 1.8934,                0.62316,                 0.6467,                0.58225,                0.20607,                 2.2108,                 1.2098,                 1.9317,              0.0004952,              0.0004952,              0.0004952
                     78,                 2.3328,                 1.2097,                 1.8495,                0.61849,                0.63976,                0.57823,                0.20409,                 2.2102,                 1.2143,                 1.9344,              0.0004754,              0.0004754,              0.0004754
                     79,                 2.3821,                  1.229,                  1.875,                0.61399,                0.64895,                0.57412,                0.20558,                 2.2056,                 1.2178,                 1.9358,              0.0004556,              0.0004556,              0.0004556
                     80,                 2.3563,                 1.2402,                 1.8647,                0.61019,                0.64108,                0.56908,                0.20518,                 2.1986,                 1.2307,                 1.9343,              0.0004358,              0.0004358,              0.0004358
                     81,                 2.3453,                  1.279,                 1.8658,                0.60084,                0.64239,                0.56754,                0.20514,                 2.1873,                 1.2419,                 1.9284,               0.000416,               0.000416,               0.000416
                     82,                 2.3344,                 1.2414,                  1.812,                0.59704,                0.64108,                0.56526,                0.20273,                 2.1816,                 1.2472,                 1.9207,              0.0003962,              0.0003962,              0.0003962
                     83,                 2.3583,                 1.2227,                 1.8099,                0.60138,                0.64567,                0.57215,                0.20185,                 2.1805,                  1.258,                 1.9103,              0.0003764,              0.0003764,              0.0003764
                     84,                 2.3326,                 1.2279,                 1.8197,                0.60423,                0.63714,                0.57478,                0.20249,                 2.1781,                 1.2651,                 1.9021,              0.0003566,              0.0003566,              0.0003566
                     85,                 2.3357,                 1.2427,                  1.813,                0.60444,                0.63386,                0.57044,                0.20128,                  2.176,                 1.2692,                 1.8966,              0.0003368,              0.0003368,              0.0003368
                     86,                  2.306,                 1.2491,                 1.8424,                0.62566,                 0.6332,                0.58026,                 0.2046,                 2.1748,                 1.2566,                 1.8956,               0.000317,               0.000317,               0.000317
                     87,                 2.3387,                 1.2523,                 1.8904,                0.63272,                0.64999,                0.59117,                0.20652,                 2.1761,                 1.2331,                 1.8984,              0.0002972,              0.0002972,              0.0002972
                     88,                 2.3281,                 1.2218,                 1.8468,                0.63046,                0.64817,                0.59266,                0.21056,                  2.185,                 1.2073,                 1.9032,              0.0002774,              0.0002774,              0.0002774
                     89,                 2.3483,                 1.1941,                 1.7972,                0.63141,                0.64829,                0.59391,                 0.2144,                 2.1932,                 1.1931,                 1.9105,              0.0002576,              0.0002576,              0.0002576
                     90,                 2.3514,                  1.213,                 1.8486,                 0.6357,                0.64304,                0.59422,                0.21426,                 2.1974,                 1.1882,                 1.9158,              0.0002378,              0.0002378,              0.0002378
                     91,                 2.2893,                 1.4728,                 1.7616,                 0.6229,                0.64058,                0.58236,                0.21207,                 2.1956,                 1.1983,                 1.9158,               0.000218,               0.000218,               0.000218
                     92,                 2.3021,                 1.4545,                 1.7852,                 0.6136,                0.63714,                0.57786,                0.21044,                 2.1918,                 1.2153,                 1.9145,              0.0001982,              0.0001982,              0.0001982
                     93,                 2.2973,                 1.4588,                 1.8031,                0.61616,                0.63622,                0.58054,                0.20945,                 2.1852,                 1.2377,                 1.9107,              0.0001784,              0.0001784,              0.0001784
                     94,                 2.2462,                 1.3767,                 1.7862,                0.61858,                 0.6417,                0.58367,                0.20917,                 2.1767,                 1.2614,                 1.9057,              0.0001586,              0.0001586,              0.0001586
                     95,                 2.2366,                 1.3839,                 1.8052,                0.60563,                0.64087,                0.58311,                0.20888,                 2.1675,                 1.2817,                 1.9005,              0.0001388,              0.0001388,              0.0001388
                     96,                 2.2107,                 1.3516,                 1.7573,                0.61076,                0.63836,                0.58586,                0.20965,                 2.1627,                 1.2925,                 1.8956,               0.000119,               0.000119,               0.000119
                     97,                 2.2341,                 1.3867,                 1.8667,                 0.6094,                0.63677,                0.58669,                0.21081,                 2.1584,                 1.2994,                 1.8908,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 2.2077,                 1.3541,                  1.786,                0.60426,                 0.6312,                0.58935,                0.21127,                 2.1555,                 1.2982,                 1.8865,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 2.2089,                 1.3399,                  1.774,                0.60636,                0.63879,                0.59277,                0.21222,                 2.1533,                 1.2982,                 1.8831,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                 2.2271,                 1.3829,                 1.7732,                0.60354,                0.63517,                0.59122,                0.21187,                 2.1528,                  1.299,                 1.8812,               3.98e-05,               3.98e-05,               3.98e-05
