                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 2.6089,                 1.2333,                 2.5547,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.7177,                 3.9215,                 4.2896,             0.00083763,             0.00083763,             0.00083763
                     13,                 2.5631,                 1.2061,                 2.4582,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.7495,                 3.9799,                 4.3317,             0.00089882,             0.00089882,             0.00089882
                     14,                 2.5282,                 1.2108,                 2.3862,                0.00019,                0.00066,                  9e-05,                  1e-05,                  5.761,                  3.985,                 4.3474,             0.00095843,             0.00095843,             0.00095843
                     15,                  2.499,                 1.2122,                 2.3425,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.7996,                 4.0658,                 4.4054,              0.0010165,              0.0010165,              0.0010165
                     16,                 2.4571,                 1.1787,                 2.2779,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.8151,                 4.0781,                 4.4308,              0.0010729,              0.0010729,              0.0010729
                     17,                 2.4083,                  1.145,                 2.2316,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.8245,                 4.0603,                  4.447,              0.0011277,              0.0011277,              0.0011277
                     18,                 2.3799,                 1.1015,                 2.1919,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.8474,                 4.0681,                 4.4886,               0.001181,               0.001181,               0.001181
                     19,                 2.3393,                  1.077,                 2.1421,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.8632,                  4.099,                 4.5201,              0.0012327,              0.0012327,              0.0012327
                     20,                 2.3139,                 1.0624,                 2.1078,                0.00019,                0.00066,                  9e-05,                  1e-05,                   5.86,                 4.0672,                 4.5166,              0.0012828,              0.0012828,              0.0012828
                     21,                 2.2659,                 1.0322,                 2.0832,                0.00046,                0.00066,                0.00023,                  2e-05,                 5.8781,                 4.1662,                  4.562,              0.0013313,              0.0013313,              0.0013313
                     22,                 2.2778,                 1.0116,                 2.0528,                0.00046,                0.00066,                0.00023,                  2e-05,                 5.8809,                 4.1984,                 4.5718,              0.0013783,              0.0013783,              0.0013783
                     23,                 2.2124,                  1.005,                 2.0329,                0.00046,                0.00066,                0.00023,                  2e-05,                  5.876,                 4.2108,                 4.5671,              0.0014236,              0.0014236,              0.0014236
                     24,                 2.1958,                0.96185,                 1.9989,                0.00046,                0.00066,                0.00023,                  2e-05,                 5.8548,                    4.2,                 4.5358,              0.0014674,              0.0014674,              0.0014674
                     25,                 2.1577,                0.92678,                 1.9638,                0.00046,                0.00066,                0.00023,                  2e-05,                 5.8467,                  4.185,                 4.5202,              0.0015096,              0.0015096,              0.0015096
                     26,                 2.0937,                0.95459,                 1.9454,                0.00046,                0.00066,                0.00023,                  2e-05,                 5.8718,                 4.2327,                 4.5596,               0.001505,               0.001505,               0.001505
                     27,                 2.0712,                0.91565,                 1.9168,                0.00047,                0.00066,                0.00024,                  2e-05,                 5.8904,                 4.2716,                 4.5885,              0.0014852,              0.0014852,              0.0014852
                     28,                 2.0654,                0.88955,                 1.8895,                0.00046,                0.00066,                0.00023,                  2e-05,                 5.8759,                 4.2118,                 4.5581,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.9817,                0.87407,                 1.8586,                0.00046,                0.00066,                0.00023,                  2e-05,                 5.9111,                 4.2551,                 4.6112,              0.0014456,              0.0014456,              0.0014456
                     30,                 2.0319,                0.88399,                 1.8614,                0.00046,                0.00066,                0.00023,                  2e-05,                 5.9259,                 4.2462,                 4.6264,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.9173,                0.82759,                 1.8019,                0.00222,                0.00787,                0.00114,                0.00029,                 5.7031,                 3.8188,                 4.2935,               0.001406,               0.001406,               0.001406
                     32,                 1.8742,                0.82983,                 1.7884,                0.00259,                0.00919,                0.00133,                0.00043,                 5.6626,                 3.8397,                 4.2581,              0.0013862,              0.0013862,              0.0013862
                     33,                  1.882,                0.80176,                 1.7616,                0.00185,                0.00656,                0.00107,                0.00043,                 5.7224,                 3.9226,                 4.3302,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.8137,                0.78943,                 1.7367,                0.00685,                0.02428,                0.00623,                0.00201,                 5.5915,                 3.7763,                 4.2065,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.7893,                0.77459,                 1.7113,                0.02685,                0.09514,                0.03384,                0.00984,                 5.0865,                 3.2618,                 3.8327,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.7855,                0.77023,                 1.6961,                0.04796,                0.16995,                0.07324,                0.02312,                 4.5444,                 2.8253,                 3.5369,               0.001307,               0.001307,               0.001307
                     37,                 1.7059,                0.76813,                 1.6523,                0.06148,                0.21785,                0.10198,                0.03259,                 4.2636,                 2.5701,                 3.3772,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.7154,                0.75132,                 1.6578,                0.39474,                 0.1227,                0.12624,                0.03633,                 4.1043,                 2.3038,                 3.2483,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.7122,                0.73676,                 1.6356,                0.43781,                0.18307,                0.17336,                0.05658,                 3.6383,                  1.928,                 2.9974,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.6516,                0.71959,                  1.603,                0.52734,                0.39239,                0.31382,                0.10391,                 2.9429,                 1.4223,                 2.6454,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.6215,                0.70479,                 1.5972,                0.52443,                0.41929,                0.31979,                0.10681,                 2.9272,                 1.3296,                 2.6154,               0.001208,               0.001208,               0.001208
                     42,                 1.5897,                0.69964,                 1.5652,                0.48944,                0.40289,                0.28152,                0.09776,                 3.0044,                 1.3029,                 2.6401,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.6254,                0.72557,                 1.5592,                0.54249,                0.45407,                0.33225,                0.11363,                 2.8706,                 1.1977,                 2.5423,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.5395,                0.68997,                 1.5356,                0.56371,                0.48753,                0.35959,                0.12142,                 2.8429,                 1.1243,                 2.4923,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.5192,                0.66858,                 1.5152,                0.55303,                0.47576,                0.35264,                0.12214,                 2.8538,                 1.0643,                 2.4797,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.4865,                0.67488,                 1.4898,                0.58169,                 0.5164,                0.40557,                0.14148,                  2.806,                 1.0138,                 2.4289,               0.001109,               0.001109,               0.001109
                     47,                 1.5036,                0.67938,                 1.4992,                0.58418,                0.51992,                0.41375,                0.14387,                 2.8044,                 1.0042,                 2.4353,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.4313,                 0.6504,                 1.4618,                0.55892,                 0.4895,                0.38211,                0.13026,                 2.8689,                 1.0203,                 2.4648,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.4954,                0.69754,                 1.4657,                0.60682,                 0.5374,                0.44699,                0.15853,                 2.7542,                0.99107,                 2.3725,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.4544,                0.66785,                 1.4517,                0.65926,                0.58661,                0.50915,                0.17895,                 2.6633,                0.97065,                 2.3266,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.4228,                0.65863,                 1.4471,                0.64448,                0.56627,                0.48603,                0.17832,                 2.6575,                0.97472,                 2.3266,                0.00101,                0.00101,                0.00101
                     52,                 1.4551,                0.65929,                  1.445,                0.62906,                0.54636,                0.46341,                0.16543,                 2.7403,                0.99357,                 2.3579,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.3934,                0.66287,                 1.4035,                0.66335,                 0.6051,                0.52713,                0.18699,                 2.6283,                0.97664,                 2.3085,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.3349,                0.64311,                 1.3952,                0.67138,                0.60892,                0.51826,                0.18132,                 2.6333,                0.97235,                 2.3298,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.3539,                0.63552,                 1.3985,                0.66544,                0.59514,                 0.5197,                0.18566,                 2.6454,                0.95891,                  2.303,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.3204,                0.64045,                 1.3772,                0.63621,                0.56802,                0.49166,                0.17243,                 2.7359,                0.99638,                 2.3517,               0.000911,               0.000911,               0.000911
                     57,                 1.3001,                0.63325,                  1.364,                0.67933,                0.60433,                0.53694,                0.18959,                 2.6467,                0.97646,                 2.3121,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.2835,                0.63369,                 1.3581,                0.70852,                0.64239,                0.56465,                0.19795,                 2.5915,                0.97968,                 2.2823,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.2152,                0.61096,                 1.3281,                0.70206,                0.63451,                0.56571,                0.19508,                 2.6021,                0.98245,                 2.2826,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.2492,                0.61598,                 1.3383,                0.71345,                0.64698,                0.57418,                0.20345,                 2.5729,                0.97286,                 2.2638,              0.0008318,              0.0008318,              0.0008318
                     61,                  1.177,                0.60188,                 1.3145,                0.69982,                 0.6273,                0.55314,                0.19695,                  2.611,                0.97628,                 2.2896,               0.000812,               0.000812,               0.000812
                     62,                 1.2092,                0.60544,                 1.3116,                0.70355,                0.63123,                0.55547,                0.19594,                 2.6054,                0.99072,                 2.2863,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.1712,                0.59993,                 1.2991,                0.72529,                0.64271,                0.58915,                  0.204,                 2.5611,                 1.0065,                 2.2719,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.1457,                0.60323,                 1.2935,                0.72948,                0.65289,                 0.5962,                0.20838,                 2.5617,                 1.0007,                 2.2594,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.1093,                0.58831,                  1.278,                0.69973,                0.63386,                0.55527,                0.19593,                 2.6163,                0.97962,                 2.2901,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.1267,                0.58912,                 1.2748,                0.69638,                0.62927,                 0.5555,                0.19685,                 2.6032,                0.97462,                 2.2952,               0.000713,               0.000713,               0.000713
                     67,                 1.0895,                0.58027,                 1.2663,                0.69986,                0.64263,                 0.5838,                0.20318,                 2.5826,                0.99378,                 2.2751,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.0919,                0.58511,                 1.2647,                0.70373,                0.63902,                0.59074,                0.20522,                 2.5648,                0.99769,                 2.2631,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.0789,                0.59172,                  1.259,                0.70071,                0.63451,                0.57132,                0.19998,                 2.6077,                0.97606,                 2.2808,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.0871,                0.58906,                 1.2557,                0.70546,                0.63964,                0.56504,                0.20098,                 2.5983,                0.97541,                 2.2935,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.0475,                0.56644,                  1.236,                0.72227,                0.65528,                0.59637,                0.20908,                 2.5812,                0.98163,                 2.2828,               0.000614,               0.000614,               0.000614
                     72,                 1.0645,                 0.5863,                 1.2477,                0.73369,                0.66164,                0.62208,                0.21403,                 2.5368,                 1.0016,                 2.2467,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.0345,                0.58386,                 1.2399,                0.71328,                0.66076,                0.60468,                0.20843,                 2.5599,                 0.9985,                 2.2503,              0.0005744,              0.0005744,              0.0005744
                     74,                0.98584,                0.57109,                 1.2228,                 0.7088,                0.65323,                0.58244,                0.20548,                 2.5893,                0.97102,                 2.2626,              0.0005546,              0.0005546,              0.0005546
                     75,                0.98173,                0.55959,                 1.2119,                0.72001,                0.65978,                0.58862,                0.20954,                 2.5854,                0.96666,                 2.2791,              0.0005348,              0.0005348,              0.0005348
                     76,                0.96551,                0.55266,                 1.2104,                0.73435,                 0.6706,                0.61003,                 0.2127,                 2.5638,                0.98675,                 2.2724,               0.000515,               0.000515,               0.000515
                     77,                0.96086,                0.54625,                 1.2067,                0.73473,                0.65617,                0.61167,                0.20829,                 2.5646,                 1.0056,                 2.2563,              0.0004952,              0.0004952,              0.0004952
                     78,                0.93776,                0.55972,                 1.1932,                0.72327,                0.66027,                 0.6041,                0.20812,                 2.5727,                  1.002,                 2.2563,              0.0004754,              0.0004754,              0.0004754
                     79,                0.88535,                0.53721,                 1.1809,                0.72606,                0.66142,                0.59005,                0.20752,                 2.5812,                0.99507,                 2.2852,              0.0004556,              0.0004556,              0.0004556
                     80,                0.91335,                0.54654,                 1.1863,                0.72916,                0.66535,                0.59741,                0.20909,                 2.5915,                0.99425,                 2.2977,              0.0004358,              0.0004358,              0.0004358
                     81,                0.90028,                0.53324,                 1.1845,                0.72908,                 0.6601,                0.61072,                0.20925,                 2.5838,                 1.0044,                 2.2721,               0.000416,               0.000416,               0.000416
                     82,                 0.8749,                 0.5353,                 1.1765,                0.71482,                0.64829,                0.59145,                0.20544,                 2.5783,                 1.0193,                 2.2677,              0.0003962,              0.0003962,              0.0003962
                     83,                0.85304,                0.53099,                 1.1643,                 0.7269,                0.66339,                0.60118,                0.21068,                 2.5764,                 1.0114,                 2.2735,              0.0003764,              0.0003764,              0.0003764
                     84,                0.86923,                0.54074,                 1.1689,                0.73914,                 0.6749,                0.60957,                  0.209,                 2.5867,                 1.0102,                 2.2933,              0.0003566,              0.0003566,              0.0003566
                     85,                0.82769,                0.51998,                 1.1583,                 0.7377,                0.67651,                 0.6064,                0.20911,                 2.5751,                 1.0025,                  2.283,              0.0003368,              0.0003368,              0.0003368
                     86,                0.80909,                0.51068,                 1.1539,                0.72781,                0.66535,                0.60236,                0.20788,                 2.5662,                 1.0041,                 2.2693,               0.000317,               0.000317,               0.000317
                     87,                0.85097,                0.53759,                 1.1697,                0.72137,                0.66076,                0.60077,                0.20747,                 2.5732,                 1.0054,                 2.2733,              0.0002972,              0.0002972,              0.0002972
                     88,                0.85657,                0.53155,                  1.161,                0.72674,                0.66732,                0.60505,                0.20897,                 2.5767,                  1.008,                 2.2805,              0.0002774,              0.0002774,              0.0002774
                     89,                 0.7942,                0.51241,                 1.1429,                0.73209,                0.67126,                  0.602,                0.20682,                 2.5862,                 1.0129,                 2.2985,              0.0002576,              0.0002576,              0.0002576
                     90,                0.77947,                0.50468,                 1.1393,                0.72383,                0.66728,                 0.5884,                0.20501,                 2.5989,                 1.0064,                  2.308,              0.0002378,              0.0002378,              0.0002378
                     91,                0.77545,                0.50495,                 1.1403,                0.73325,                0.67279,                0.59717,                0.20359,                 2.5955,                 1.0047,                 2.2961,               0.000218,               0.000218,               0.000218
                     92,                0.77092,                0.50517,                 1.1363,                 0.7285,                0.66732,                0.60115,                0.20625,                 2.5885,                 1.0081,                 2.2921,              0.0001982,              0.0001982,              0.0001982
                     93,                0.76147,                0.50397,                 1.1332,                0.73025,                0.66995,                0.60115,                0.20762,                 2.5736,                 1.0131,                 2.2863,              0.0001784,              0.0001784,              0.0001784
                     94,                0.75862,                0.50095,                 1.1339,                0.73284,                0.67137,                0.60612,                0.20775,                  2.574,                 1.0195,                 2.2893,              0.0001586,              0.0001586,              0.0001586
                     95,                0.75539,                0.50642,                 1.1285,                  0.733,                0.66732,                  0.606,                 0.2069,                 2.5778,                 1.0244,                 2.2921,              0.0001388,              0.0001388,              0.0001388
                     96,                0.73267,                0.49114,                 1.1237,                0.73523,                0.66995,                0.60593,                0.20584,                 2.5823,                 1.0288,                 2.2917,               0.000119,               0.000119,               0.000119
                     97,                0.69662,                0.48136,                 1.1168,                0.73524,                0.67057,                0.61049,                 0.2062,                 2.5845,                 1.0307,                 2.2925,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 0.7108,                0.48765,                 1.1218,                0.73019,                 0.6706,                0.60368,                0.20679,                 2.5869,                  1.036,                 2.2944,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.69489,                0.48192,                 1.1185,                0.72932,                 0.6706,                0.60194,                0.20603,                 2.5886,                 1.0391,                 2.2962,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.74085,                0.50017,                 1.1246,                0.73146,                0.67126,                0.60214,                0.20656,                 2.5871,                 1.0419,                 2.2965,               3.98e-05,               3.98e-05,               3.98e-05
