                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 2.2803,                 1.1474,                 1.7209,                0.69974,                 0.7619,                 0.7351,                0.28625,                 2.0742,                 1.1075,                 1.6703,              0.0011684,              0.0011684,              0.0011684
                     23,                 2.2254,                 1.1604,                 1.7466,                0.73715,                0.78231,                0.75381,                0.30747,                 2.0388,                 1.0337,                 1.6709,              0.0011288,              0.0011288,              0.0011288
                     24,                 2.2287,                 1.1388,                 1.7526,                0.80614,                0.80621,                0.78856,                 0.3064,                 2.0507,                 1.0427,                 1.6478,              0.0010892,              0.0010892,              0.0010892
                     25,                 2.2121,                 1.1297,                  1.736,                 0.7849,                0.78912,                0.76705,                 0.3153,                 2.0268,                  1.033,                 1.6367,              0.0010496,              0.0010496,              0.0010496
                     26,                 2.2134,                 1.1587,                 1.7408,                0.77353,                0.79592,                0.78246,                0.32543,                 2.0177,                 1.0294,                 1.6334,                0.00101,                0.00101,                0.00101
                     27,                 2.1964,                 1.0819,                 1.6949,                0.78908,                0.77721,                0.77155,                 0.3282,                 2.0244,                0.99666,                 1.6236,              0.0009704,              0.0009704,              0.0009704
                     28,                 2.1755,                 1.1214,                 1.7102,                0.76209,                0.75181,                0.74777,                0.28664,                  2.056,                 1.1166,                 1.6564,              0.0009308,              0.0009308,              0.0009308
                     29,                 2.1946,                 1.1018,                 1.6849,                0.79287,                0.78773,                0.78918,                0.33838,                 2.0012,                 1.0079,                 1.6094,              0.0008912,              0.0008912,              0.0008912
                     30,                 2.1601,                 1.0978,                  1.684,                0.76794,                0.78231,                0.79448,                0.31803,                 2.0214,                 1.0492,                 1.6329,              0.0008516,              0.0008516,              0.0008516
                     31,                 2.1358,                 1.0882,                 1.6783,                0.81472,                0.80782,                 0.7965,                0.32817,                 2.0063,                0.99987,                 1.6033,               0.000812,               0.000812,               0.000812
                     32,                  2.144,                 1.0818,                 1.6701,                0.79397,                0.80782,                  0.788,                0.30407,                 2.0439,                 1.0586,                 1.6395,              0.0007724,              0.0007724,              0.0007724
                     33,                 2.1641,                   1.08,                 1.6629,                0.73519,                 0.7568,                0.75819,                0.29818,                 2.0465,                   1.09,                  1.648,              0.0007328,              0.0007328,              0.0007328
                     34,                 2.1319,                 1.0876,                 1.6616,                0.77962,                0.77041,                0.79022,                0.31434,                 2.0075,                 1.0725,                 1.6228,              0.0006932,              0.0006932,              0.0006932
                     35,                 2.1244,                 1.0829,                 1.6567,                0.82768,                0.81803,                0.82405,                0.33664,                 1.9808,                  1.009,                 1.5902,              0.0006536,              0.0006536,              0.0006536
                     36,                 2.1702,                 1.0892,                 1.6873,                0.79109,                0.79422,                0.79218,                0.32948,                 1.9773,                 1.0165,                 1.5931,               0.000614,               0.000614,               0.000614
                     37,                 2.1026,                  1.089,                 1.6627,                0.81058,                0.80272,                0.79947,                0.32449,                 2.0047,                 1.0315,                 1.5989,              0.0005744,              0.0005744,              0.0005744
                     38,                 2.1024,                 1.0462,                 1.6139,                0.82937,                0.79592,                0.80016,                0.32128,                 2.0332,                 1.0354,                 1.6084,              0.0005348,              0.0005348,              0.0005348
                     39,                 2.1261,                 1.0428,                 1.6118,                0.82166,                0.79138,                0.79396,                0.32485,                 2.0155,                 1.0301,                  1.598,              0.0004952,              0.0004952,              0.0004952
                     40,                 2.0848,                 1.0563,                 1.6472,                   0.83,                0.79932,                0.80286,                0.34991,                  1.949,                0.98323,                 1.5614,              0.0004556,              0.0004556,              0.0004556
                     41,                 2.1056,                 1.1764,                  1.682,                0.82477,                0.80952,                0.82014,                0.34988,                 1.9452,                 1.0187,                 1.5545,               0.000416,               0.000416,               0.000416
                     42,                 2.0636,                 1.1444,                 1.6347,                0.77219,                0.78401,                0.80136,                0.33307,                 1.9638,                 1.0648,                 1.5645,              0.0003764,              0.0003764,              0.0003764
                     43,                 2.0293,                 1.1313,                  1.642,                0.75761,                   0.75,                0.77352,                0.32257,                 1.9784,                 1.0833,                 1.5744,              0.0003368,              0.0003368,              0.0003368
                     44,                 2.0479,                 1.1198,                 1.6436,                0.74132,                0.77551,                0.77762,                0.32684,                 1.9476,                 1.0836,                 1.5597,              0.0002972,              0.0002972,              0.0002972
                     45,                 2.0292,                 1.1088,                 1.6283,                0.77217,                 0.7724,                0.79509,                0.33615,                 1.9318,                 1.0711,                 1.5486,              0.0002576,              0.0002576,              0.0002576
                     46,                   2.02,                 1.0999,                 1.6352,                0.75061,                0.76871,                 0.7827,                0.32342,                 1.9581,                  1.087,                 1.5623,               0.000218,               0.000218,               0.000218
                     47,                 2.0253,                  1.086,                  1.612,                0.76637,                 0.7602,                 0.7654,                0.32533,                 1.9585,                 1.0686,                 1.5609,              0.0001784,              0.0001784,              0.0001784
                     48,                 2.0271,                 1.0881,                 1.6012,                0.78063,                0.78741,                 0.7909,                0.33095,                  1.951,                 1.0604,                 1.5534,              0.0001388,              0.0001388,              0.0001388
                     49,                 2.0245,                 1.1233,                 1.6747,                0.78642,                0.79082,                0.80012,                0.33392,                 1.9477,                 1.0621,                  1.551,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 2.0188,                  1.098,                 1.6326,                  0.769,                0.77721,                0.78056,                  0.326,                 1.9505,                 1.0736,                 1.5547,               5.96e-05,               5.96e-05,               5.96e-05
