                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 3.2256,                 1.6108,                 3.0742,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.5912,                 3.6936,                 4.1619,             0.00077486,             0.00077486,             0.00077486
                     12,                 3.0882,                 1.4745,                 2.8331,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.6105,                 3.7318,                 4.1792,             0.00083763,             0.00083763,             0.00083763
                     13,                 2.9732,                 1.3991,                 2.6543,                0.00019,                0.00066,                  9e-05,                  1e-05,                  5.608,                 3.7259,                  4.178,             0.00089882,             0.00089882,             0.00089882
                     14,                  2.961,                 1.4471,                 2.6634,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.6105,                 3.7264,                 4.1808,             0.00095843,             0.00095843,             0.00095843
                     15,                 2.8855,                 1.3331,                 2.4416,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.6952,                 3.8288,                 4.2598,              0.0010165,              0.0010165,              0.0010165
                     16,                 2.8245,                 1.3964,                 2.4327,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.7024,                 3.8252,                 4.2675,              0.0010729,              0.0010729,              0.0010729
                     17,                 2.7858,                 1.3971,                 2.3866,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.6539,                 3.7259,                  4.222,              0.0011277,              0.0011277,              0.0011277
                     18,                 2.7786,                 1.4405,                 2.3834,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.5387,                 3.5667,                 4.1217,               0.001181,               0.001181,               0.001181
                     19,                  2.687,                 1.3277,                 2.3162,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.6273,                 3.7426,                 4.1994,              0.0012327,              0.0012327,              0.0012327
                     20,                 2.6629,                 1.3491,                 2.2627,                0.00019,                0.00066,                  9e-05,                  1e-05,                 5.6483,                 3.8206,                 4.2178,              0.0012828,              0.0012828,              0.0012828
                     21,                 2.6565,                 1.3698,                   2.25,                0.00037,                0.00131,                0.00019,                  8e-05,                 5.4745,                 3.8178,                 4.0875,              0.0013313,              0.0013313,              0.0013313
                     22,                 2.6044,                 1.3144,                 2.2067,                 0.0563,                0.19948,                0.05175,                0.01636,                 4.4982,                 3.0736,                 3.6633,              0.0013783,              0.0013783,              0.0013783
                     23,                 2.5894,                  1.346,                 2.2323,                0.45465,                0.36155,                0.26919,                0.08635,                 3.2846,                 1.9704,                 3.1707,              0.0014236,              0.0014236,              0.0014236
                     24,                 2.5311,                 1.3132,                 2.2279,                0.45565,                 0.4252,                0.30135,                0.09856,                 3.0834,                 1.7516,                 3.0193,              0.0014674,              0.0014674,              0.0014674
                     25,                 2.5176,                 1.2531,                 2.1382,                0.45407,                0.51706,                 0.3545,                0.12536,                 2.7835,                 1.5571,                 2.8424,              0.0015096,              0.0015096,              0.0015096
                     26,                 2.5096,                 1.2335,                 2.1149,                0.42016,                0.55012,                0.37595,                0.13296,                  2.618,                 1.5012,                 2.6621,               0.001505,               0.001505,               0.001505
                     27,                 2.4912,                 1.2033,                 2.0502,                0.39178,                0.59121,                0.38527,                0.13654,                 2.4898,                 1.4431,                 2.5096,              0.0014852,              0.0014852,              0.0014852
                     28,                 2.4822,                 1.2418,                 2.1257,                0.37607,                0.55184,                  0.373,                0.13136,                 2.4668,                 1.4616,                 2.4534,              0.0014654,              0.0014654,              0.0014654
                     29,                  2.477,                 1.1953,                 2.0475,                0.36295,                0.56496,                 0.3654,                0.13029,                 2.4919,                 1.4616,                 2.4185,              0.0014456,              0.0014456,              0.0014456
                     30,                 2.4838,                 1.2378,                 2.1087,                0.38989,                0.51871,                0.35945,                0.12571,                 2.5147,                  1.412,                 2.3631,              0.0014258,              0.0014258,              0.0014258
                     31,                 2.5076,                 1.1636,                 1.9822,                0.40819,                0.54593,                0.36934,                0.12878,                 2.4923,                 1.4723,                 2.2806,               0.001406,               0.001406,               0.001406
                     32,                 2.4432,                 1.1751,                  1.974,                0.42521,                0.53084,                0.38322,                0.13172,                   2.49,                 1.5577,                 2.2433,              0.0013862,              0.0013862,              0.0013862
                     33,                 2.4624,                 1.1745,                 1.9386,                0.44713,                0.52625,                0.41298,                0.14512,                 2.4605,                 1.5369,                 2.2046,              0.0013664,              0.0013664,              0.0013664
                     34,                 2.5192,                 1.1729,                 1.8915,                0.49077,                0.59443,                0.47849,                0.16342,                 2.4109,                 1.4639,                  2.144,              0.0013466,              0.0013466,              0.0013466
                     35,                 2.4241,                 1.2629,                 2.0046,                0.53848,                 0.6538,                0.53363,                0.18982,                 2.3819,                 1.3005,                 2.0999,              0.0013268,              0.0013268,              0.0013268
                     36,                 2.4448,                 1.2315,                 1.9358,                0.51612,                0.62205,                0.49935,                 0.1809,                 2.4236,                  1.243,                 2.1179,               0.001307,               0.001307,               0.001307
                     37,                 2.4412,                 1.1704,                 1.9078,                0.52403,                0.61089,                0.49577,                0.17691,                 2.4287,                 1.2419,                  2.122,              0.0012872,              0.0012872,              0.0012872
                     38,                 2.4017,                   1.17,                 1.8897,                0.55037,                0.64108,                0.52333,                0.18791,                 2.3945,                 1.2544,                 2.0995,              0.0012674,              0.0012674,              0.0012674
                     39,                 2.3885,                 1.1745,                 1.9214,                0.51444,                0.61877,                0.48127,                0.17632,                 2.3911,                 1.2562,                 2.1016,              0.0012476,              0.0012476,              0.0012476
                     40,                 2.4368,                 1.1583,                 1.8574,                0.49413,                0.60105,                0.46267,                0.16871,                 2.3805,                 1.3214,                  2.104,              0.0012278,              0.0012278,              0.0012278
                     41,                 2.3574,                 1.2414,                 1.9452,                0.46241,                0.57677,                0.41977,                0.15193,                 2.4269,                 1.3829,                 2.1332,               0.001208,               0.001208,               0.001208
                     42,                 2.3637,                 1.1948,                 1.8908,                0.50906,                0.60105,                0.45114,                0.16525,                 2.4065,                 1.2567,                 2.1201,              0.0011882,              0.0011882,              0.0011882
                     43,                 2.3512,                 1.1464,                 1.8875,                0.53448,                0.62605,                  0.494,                0.18042,                  2.392,                 1.2378,                 2.1002,              0.0011684,              0.0011684,              0.0011684
                     44,                 2.3344,                 1.1246,                 1.8749,                0.57396,                0.64108,                0.54091,                0.19626,                 2.3682,                 1.2399,                 2.0773,              0.0011486,              0.0011486,              0.0011486
                     45,                 2.3895,                  1.166,                 1.8826,                0.58962,                0.65712,                 0.5793,                0.20839,                 2.3199,                 1.2034,                 2.0528,              0.0011288,              0.0011288,              0.0011288
                     46,                 2.3641,                  1.196,                 1.8823,                  0.566,                0.64961,                  0.565,                0.20581,                 2.3133,                 1.1932,                 2.0583,               0.001109,               0.001109,               0.001109
                     47,                 2.3785,                 1.1735,                 1.8816,                0.53617,                0.66535,                0.54158,                0.20034,                 2.2921,                 1.1848,                 2.0516,              0.0010892,              0.0010892,              0.0010892
                     48,                  2.333,                 1.1608,                 1.8543,                 0.5219,                0.67905,                 0.5159,                0.19172,                  2.294,                 1.1866,                 2.0353,              0.0010694,              0.0010694,              0.0010694
                     49,                 2.3217,                 1.1641,                 1.8673,                0.54787,                0.67425,                0.51924,                0.19543,                 2.2848,                 1.1668,                 2.0115,              0.0010496,              0.0010496,              0.0010496
                     50,                 2.3566,                 1.1122,                 1.7809,                0.60164,                0.67785,                 0.5683,                0.20394,                  2.269,                 1.1836,                 1.9937,              0.0010298,              0.0010298,              0.0010298
                     51,                 2.3096,                  1.128,                 1.8525,                0.63708,                0.66461,                0.56325,                0.20018,                 2.2864,                 1.1988,                 2.0101,                0.00101,                0.00101,                0.00101
                     52,                 2.2772,                 1.1183,                 1.8421,                0.62143,                0.64108,                0.51892,                0.18609,                 2.3203,                 1.1836,                 2.0339,              0.0009902,              0.0009902,              0.0009902
                     53,                 2.2963,                 1.1222,                 1.8537,                0.60619,                0.63517,                0.51329,                0.18524,                 2.3035,                 1.1845,                 2.0195,              0.0009704,              0.0009704,              0.0009704
                     54,                  2.357,                 1.1159,                 1.8065,                0.59971,                0.67848,                0.55375,                0.20365,                   2.25,                 1.1817,                  1.979,              0.0009506,              0.0009506,              0.0009506
                     55,                 2.3439,                 1.1342,                 1.7986,                0.60765,                0.72375,                0.61561,                0.22394,                 2.1931,                 1.1693,                 1.9444,              0.0009308,              0.0009308,              0.0009308
                     56,                 2.3214,                 1.1471,                 1.7851,                0.59121,                0.71785,                0.59485,                0.21786,                 2.1865,                 1.1676,                 1.9433,               0.000911,               0.000911,               0.000911
                     57,                 2.2685,                 1.1317,                 1.7799,                0.59566,                0.71916,                0.60568,                0.21855,                 2.2087,                  1.153,                  1.945,              0.0008912,              0.0008912,              0.0008912
                     58,                 2.2827,                 1.1087,                 1.7604,                0.61881,                0.71129,                0.59414,                0.21351,                 2.2513,                 1.1382,                 1.9584,              0.0008714,              0.0008714,              0.0008714
                     59,                 2.2816,                 1.1071,                 1.7591,                0.64842,                 0.6886,                0.57426,                0.20703,                 2.2828,                 1.1241,                 1.9809,              0.0008516,              0.0008516,              0.0008516
                     60,                  2.328,                 1.0995,                 1.7867,                0.68889,                0.67707,                0.58827,                0.21197,                  2.293,                 1.1164,                 1.9835,              0.0008318,              0.0008318,              0.0008318
                     61,                 2.2853,                  1.142,                 1.8669,                0.69719,                0.67532,                0.58925,                 0.2158,                 2.2973,                 1.1058,                 1.9889,               0.000812,               0.000812,               0.000812
                     62,                 2.2777,                 1.0993,                 1.7849,                0.71778,                0.68701,                0.61859,                0.22415,                 2.2879,                 1.1077,                  1.981,              0.0007922,              0.0007922,              0.0007922
                     63,                 2.2605,                 1.0828,                  1.787,                0.73991,                0.70562,                0.65067,                0.23509,                 2.2652,                 1.1124,                 1.9645,              0.0007724,              0.0007724,              0.0007724
                     64,                 2.2556,                 1.0918,                 1.7868,                0.73133,                0.71522,                0.66612,                0.24099,                 2.2443,                 1.1177,                 1.9521,              0.0007526,              0.0007526,              0.0007526
                     65,                  2.269,                 1.0889,                 1.7686,                0.73658,                0.73228,                 0.6793,                0.24303,                 2.2252,                  1.098,                 1.9467,              0.0007328,              0.0007328,              0.0007328
                     66,                 2.2594,                 1.0642,                 1.7636,                0.69938,                0.72507,                 0.6419,                0.23679,                 2.2346,                 1.0852,                 1.9552,               0.000713,               0.000713,               0.000713
                     67,                 2.2253,                 1.0843,                  1.785,                 0.6901,                0.71982,                  0.616,                0.22911,                 2.2437,                 1.0928,                 1.9594,              0.0006932,              0.0006932,              0.0006932
                     68,                 2.2753,                 1.0763,                 1.7698,                0.72546,                0.73519,                0.65084,                0.23485,                 2.2102,                 1.0945,                  1.933,              0.0006734,              0.0006734,              0.0006734
                     69,                 2.2599,                 1.0649,                  1.746,                0.72219,                0.71985,                0.65662,                0.22536,                 2.2415,                 1.1601,                 1.9414,              0.0006536,              0.0006536,              0.0006536
                     70,                 2.2323,                 1.0955,                 1.7583,                0.69607,                0.67717,                0.63445,                0.21103,                 2.2945,                 1.2219,                 1.9713,              0.0006338,              0.0006338,              0.0006338
                     71,                 2.2477,                  1.071,                 1.7312,                0.70219,                0.68963,                0.64823,                0.22074,                 2.2831,                 1.2008,                 1.9584,               0.000614,               0.000614,               0.000614
                     72,                 2.2514,                  1.101,                 1.7797,                0.73685,                0.71654,                0.66578,                0.23754,                 2.2397,                 1.1373,                 1.9254,              0.0005942,              0.0005942,              0.0005942
                     73,                 2.2285,                 1.0804,                 1.7544,                0.70765,                0.68832,                 0.6286,                0.23934,                 2.2278,                 1.1066,                 1.9227,              0.0005744,              0.0005744,              0.0005744
                     74,                 2.2633,                 1.0825,                   1.73,                0.71875,                0.69357,                0.63869,                0.24311,                 2.2154,                 1.1016,                 1.9149,              0.0005546,              0.0005546,              0.0005546
                     75,                 2.2395,                 1.0548,                 1.6757,                0.74363,                 0.7231,                0.67323,                 0.2493,                 2.1956,                 1.1036,                 1.8962,              0.0005348,              0.0005348,              0.0005348
                     76,                 2.1894,                 1.0742,                  1.723,                0.75508,                0.74443,                0.69602,                0.24918,                 2.1766,                 1.1079,                 1.8848,               0.000515,               0.000515,               0.000515
                     77,                 2.2314,                 1.0769,                 1.7093,                0.75552,                0.75197,                0.69582,                0.24988,                 2.1647,                 1.0997,                 1.8795,              0.0004952,              0.0004952,              0.0004952
                     78,                 2.2906,                 1.1098,                 1.7264,                0.73791,                0.75377,                0.69418,                0.24862,                 2.1634,                 1.0955,                 1.8801,              0.0004754,              0.0004754,              0.0004754
                     79,                 2.2184,                  1.042,                 1.6859,                0.71865,                0.74016,                0.67105,                0.24238,                 2.1763,                  1.094,                 1.8864,              0.0004556,              0.0004556,              0.0004556
                     80,                 2.2768,                 1.0834,                 1.7416,                 0.7045,                0.72441,                0.63312,                0.23247,                 2.1994,                 1.0932,                 1.9001,              0.0004358,              0.0004358,              0.0004358
                     81,                 2.2468,                 1.0688,                 1.7213,                0.71272,                0.70932,                0.61636,                0.22861,                 2.2188,                 1.0925,                 1.9138,               0.000416,               0.000416,               0.000416
                     82,                 2.1951,                 1.0611,                 1.6836,                0.73079,                0.71063,                0.62003,                0.22914,                 2.2233,                 1.0915,                 1.9119,              0.0003962,              0.0003962,              0.0003962
                     83,                 2.2344,                  1.091,                 1.7388,                 0.7392,                0.70866,                0.63802,                0.23149,                 2.2223,                 1.0994,                 1.9072,              0.0003764,              0.0003764,              0.0003764
                     84,                 2.2625,                 1.0811,                 1.7426,                0.74699,                0.71194,                0.64968,                0.23389,                 2.2208,                 1.0969,                 1.9026,              0.0003566,              0.0003566,              0.0003566
                     85,                 2.2032,                 1.0546,                 1.7092,                0.75851,                0.72047,                0.65888,                0.23779,                 2.2115,                 1.0922,                  1.895,              0.0003368,              0.0003368,              0.0003368
                     86,                 2.2607,                 1.1058,                 1.7898,                0.75245,                0.72769,                0.67026,                0.24169,                 2.1993,                 1.0883,                 1.8921,               0.000317,               0.000317,               0.000317
                     87,                 2.2258,                  1.074,                 1.7858,                0.74387,                 0.7337,                0.66878,                0.24218,                 2.1965,                 1.0859,                 1.8961,              0.0002972,              0.0002972,              0.0002972
                     88,                  2.228,                  1.062,                 1.7559,                0.74139,                0.73163,                0.66962,                0.24328,                 2.1963,                 1.0844,                 1.8979,              0.0002774,              0.0002774,              0.0002774
                     89,                 2.2228,                 1.0603,                 1.7066,                0.74091,                0.73097,                0.67234,                0.24595,                 2.1943,                 1.0821,                  1.895,              0.0002576,              0.0002576,              0.0002576
                     90,                 2.2251,                 1.0548,                 1.7179,                 0.7529,                0.73228,                0.68304,                0.25529,                 2.1872,                 1.0796,                 1.8868,              0.0002378,              0.0002378,              0.0002378
                     91,                 2.1692,                 1.1512,                 1.7367,                0.75909,                0.73606,                0.70047,                0.26272,                 2.1772,                  1.086,                 1.8793,               0.000218,               0.000218,               0.000218
                     92,                 2.1444,                 1.1506,                 1.7057,                0.75546,                0.73491,                0.70054,                 0.2652,                 2.1691,                  1.095,                  1.873,              0.0001982,              0.0001982,              0.0001982
                     93,                 2.1558,                 1.1435,                 1.7024,                0.75414,                0.73062,                0.69733,                0.26655,                 2.1634,                 1.1068,                 1.8695,              0.0001784,              0.0001784,              0.0001784
                     94,                 2.1237,                  1.151,                  1.776,                0.74932,                0.73622,                0.70045,                0.26623,                 2.1602,                 1.1138,                 1.8685,              0.0001586,              0.0001586,              0.0001586
                     95,                  2.141,                 1.1202,                 1.6885,                0.74076,                0.72703,                 0.6939,                0.26543,                 2.1569,                  1.119,                 1.8673,              0.0001388,              0.0001388,              0.0001388
                     96,                 2.1453,                 1.1489,                 1.7557,                0.74308,                0.72375,                0.69513,                0.26547,                 2.1537,                 1.1199,                 1.8662,               0.000119,               0.000119,               0.000119
                     97,                 2.1237,                 1.1442,                 1.7482,                0.73712,                0.71916,                0.68771,                0.26576,                 2.1517,                 1.1192,                 1.8648,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                  2.134,                 1.1317,                 1.7405,                0.73022,                0.71588,                0.68317,                0.26522,                 2.1495,                 1.1176,                 1.8645,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 2.1315,                 1.1257,                 1.7212,                0.72691,                0.71958,                0.68215,                 0.2657,                 2.1469,                 1.1174,                 1.8632,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                 2.1376,                 1.1435,                 1.7279,                0.72803,                0.72178,                0.68435,                0.26685,                 2.1451,                 1.1183,                 1.8614,               3.98e-05,               3.98e-05,               3.98e-05
